ball_one;ball_two;ball_three;ball_four;ball_five;ball_six;bonusball;sum_six_ball;sum_allballs
4;12;13;23;36;38;21;126;147
1;6;9;15;18;44;25;93;118
12;24;26;34;35;42;44;173;217
10;23;28;33;34;36;29;164;193
2;19;34;37;39;41;23;172;195
2;10;27;33;36;41;39;149;188
2;11;16;26;31;36;15;122;137
24;27;28;29;36;37;6;181;187
18;21;34;36;40;42;3;191;194
22;25;29;30;35;44;20;185;205
1;5;15;22;25;39;40;107;147
6;11;25;33;40;43;12;158;170
31;34;39;42;44;45;32;235;267
10;34;35;37;43;44;42;203;245
5;6;11;25;30;41;28;118;146
13;25;26;41;42;43;8;190;198
1;3;4;7;27;34;36;76;112
17;20;21;28;31;37;3;154;157
7;13;21;31;36;42;15;150;165
2;22;24;26;38;42;28;154;182
1;17;22;23;40;43;13;146;159
19;22;27;33;40;44;43;185;228
15;31;35;38;40;45;11;204;215
2;6;9;13;30;36;33;96;129
4;14;23;35;38;41;9;155;164
13;17;26;33;36;45;25;170;195
12;13;18;24;39;44;29;150;179
4;10;16;22;40;42;15;134;149
12;15;17;30;33;45;22;152;174
2;4;9;21;22;38;43;96;139
11;28;29;32;34;41;27;175;202
1;5;17;22;35;43;40;123;163
6;7;28;30;35;45;18;151;169
3;13;14;21;35;42;33;128;161
3;21;28;38;39;41;27;170;197
6;9;21;31;33;42;11;142;153
8;9;13;14;20;36;6;100;106
3;24;32;33;40;42;19;174;193
3;4;11;12;36;44;1;110;111
6;12;26;27;32;38;44;141;185
2;14;15;19;27;31;7;108;115
3;12;18;25;41;42;38;141;179
7;26;31;33;42;45;39;184;223
1;8;15;19;26;36;39;105;144
5;7;23;26;31;45;4;137;141
6;11;19;23;32;41;16;132;148
11;13;17;23;28;40;6;132;138
1;3;20;31;34;38;33;127;160
6;9;11;12;21;29;32;88;120
9;17;36;38;40;43;6;183;189
3;7;26;30;39;45;2;150;152
3;5;14;16;22;26;45;86;131
1;2;18;30;34;36;5;121;126
12;13;25;36;41;45;28;172;200
7;20;22;25;28;32;29;134;163
4;11;19;26;35;40;7;135;142
11;13;15;20;28;33;29;120;149
3;10;25;38;43;44;23;163;186
1;6;8;10;13;14;20;52;72
1;8;15;19;23;33;5;99;104
1;5;7;20;31;40;21;104;125
7;9;12;25;27;45;26;125;151
2;13;20;23;26;30;39;114;153
3;12;18;27;38;42;29;140;169
1;11;13;14;15;37;30;91;121
3;7;25;34;40;44;36;153;189
12;23;25;28;29;34;20;151;171
6;9;16;23;26;27;11;107;118
4;6;26;29;33;40;41;138;179
1;2;7;15;20;27;11;72;83
3;11;20;23;33;36;31;126;157
4;11;23;30;37;44;32;149;181
3;4;16;19;37;45;7;124;131
4;5;24;25;28;42;10;128;138
2;14;22;24;29;41;44;132;176
3;10;24;26;32;44;6;139;145
1;10;12;27;29;45;44;124;168
4;9;13;18;37;40;42;121;163
3;10;14;17;22;37;1;103;104
4;12;14;16;21;34;22;101;123
3;11;22;26;33;41;25;136;161
6;8;22;24;34;38;21;132;153
6;15;23;27;33;44;10;148;158
3;10;24;30;31;39;28;137;165
5;9;11;13;28;43;36;109;145
3;9;12;25;40;42;33;131;164
2;11;30;36;40;44;42;163;205
1;4;15;16;29;33;8;98;106
6;7;8;22;24;41;35;108;143
5;7;9;21;26;40;15;108;123
14;21;25;28;31;36;19;155;174
4;10;21;32;43;44;11;154;165
12;18;21;25;38;45;35;159;194
4;9;16;28;32;38;1;127;128
10;11;19;22;41;44;2;147;149
18;22;23;32;35;37;3;167;170
5;8;19;31;34;45;9;142;151
1;5;20;38;40;42;3;146;149
5;10;15;27;35;43;1;135;136
2;7;19;23;33;43;28;127;155
1;9;16;22;23;44;41;115;156
10;16;25;35;39;41;43;166;209
8;10;23;25;37;38;9;141;150
1;10;32;35;39;45;33;162;195
1;2;10;12;27;36;11;88;99
11;12;21;38;41;43;10;166;176
4;15;23;24;26;45;18;137;155
17;18;19;31;32;44;29;161;190
8;14;25;36;38;40;31;161;192
1;13;29;34;42;43;28;162;190
4;9;18;38;39;40;22;148;170
2;5;15;18;37;40;20;117;137
2;5;18;20;28;37;16;110;126
9;21;26;31;39;42;5;168;173
17;21;31;34;35;37;24;175;199
3;7;9;12;24;28;20;83;103
6;10;12;26;28;30;8;112;120
1;7;14;23;31;34;35;110;145
3;6;10;13;14;34;15;80;95
2;4;14;15;20;21;10;76;86
12;17;22;32;34;41;5;158;163
2;9;11;20;33;36;14;111;125
10;11;12;22;37;40;9;132;141
5;6;11;20;29;39;32;110;142
1;6;7;16;17;41;8;88;96
3;11;23;24;27;38;16;126;142
6;9;10;22;32;43;25;122;147
8;26;27;28;32;37;25;158;183
7;8;11;12;42;44;3;124;127
2;11;13;18;20;30;6;94;100
5;6;17;21;38;41;39;128;167
4;5;6;35;38;42;27;130;157
4;10;18;33;35;38;29;138;167
1;13;16;17;20;22;24;89;113
4;12;14;37;41;43;26;151;177
25;26;28;35;36;40;39;190;229
2;12;13;15;32;42;27;116;143
2;6;12;13;26;29;21;88;109
28;34;37;39;41;43;22;222;244
7;12;24;36;43;45;34;167;201
3;19;21;34;36;42;40;155;195
2;6;15;30;33;37;32;123;155
5;18;30;41;44;45;37;183;220
7;10;11;15;37;40;42;120;162
6;18;23;24;34;38;5;143;148
11;17;20;28;36;45;14;157;171
2;11;12;16;22;27;33;90;123
4;12;25;27;41;44;33;153;186
6;18;23;24;31;32;1;134;135
1;12;16;22;38;42;32;131;163
4;7;15;34;39;40;35;139;174
15;21;23;25;44;45;10;173;183
1;2;6;14;31;42;37;96;133
2;12;31;37;39;45;26;166;192
2;4;11;18;27;44;19;106;125
3;21;24;32;34;37;23;151;174
1;15;26;32;33;41;35;148;183
1;8;15;21;24;25;42;94;136
9;27;31;39;42;45;1;193;194
1;6;20;27;35;40;10;129;139
5;12;17;19;40;41;10;134;144
5;17;18;22;34;37;35;133;168
5;22;27;28;37;41;8;160;168
9;10;16;26;38;43;15;142;157
6;8;12;32;35;39;4;132;136
4;5;6;15;20;25;19;75;94
1;2;14;24;25;30;27;96;123
8;21;38;41;42;45;43;195;238
4;23;32;35;37;44;3;175;178
2;7;12;14;23;35;27;93;120
2;22;35;38;40;44;23;181;204
3;10;19;26;31;36;16;125;141
6;23;25;26;28;38;17;146;163
5;9;13;17;24;38;21;106;127
12;21;33;38;41;44;27;189;216
8;9;10;28;30;43;44;128;172
2;4;7;17;19;32;18;81;99
2;8;21;38;39;43;25;151;176
7;16;25;38;42;44;30;172;202
4;8;12;18;35;45;1;122;123
18;20;32;33;35;44;15;182;197
1;7;24;31;33;38;35;134;169
10;19;29;30;41;43;21;172;193
2;3;9;25;33;38;32;110;142
5;11;25;27;30;40;41;138;179
3;4;5;12;20;31;16;75;91
2;5;14;22;38;42;32;123;155
12;19;21;31;39;42;2;164;166
4;15;16;33;42;45;2;155;157
10;11;36;40;42;45;17;184;201
6;12;19;24;29;40;18;130;148
3;9;11;17;28;30;6;98;104
12;20;25;27;32;42;2;158;160
5;7;12;19;39;44;26;126;152
3;13;15;23;29;39;14;122;136
15;16;22;25;31;32;37;141;178
2;6;23;36;40;42;45;149;194
1;13;15;24;40;45;36;138;174
11;22;24;27;30;41;2;155;157
7;18;19;30;37;38;6;149;155
7;13;17;29;37;39;25;142;167
1;3;24;32;33;45;15;138;153
13;20;23;26;41;44;40;167;207
2;4;6;15;25;45;35;97;132
5;8;11;12;26;36;6;98;104
4;9;13;22;27;39;29;114;143
2;11;18;29;32;37;36;129;165
3;7;12;21;26;36;18;105;123
4;10;23;29;30;40;12;136;148
5;10;11;23;26;38;20;113;133
3;4;19;37;38;45;41;146;187
13;23;30;37;43;45;16;191;207
1;7;20;24;39;40;42;131;173
8;12;14;17;34;36;45;121;166
1;4;20;31;34;43;5;133;138
9;13;15;21;23;38;39;119;158
6;12;18;34;42;44;17;156;173
1;23;32;40;43;44;31;183;214
1;8;15;24;27;38;23;113;136
10;21;29;38;42;44;11;184;195
4;8;9;20;21;45;24;107;131
5;11;18;22;27;28;8;111;119
1;11;23;35;39;43;31;152;183
2;3;10;18;30;34;12;97;109
5;13;31;36;42;43;37;170;207
10;11;24;32;34;44;8;155;163
2;5;7;13;20;34;45;81;126
3;12;25;39;41;44;36;164;200
7;13;16;23;26;39;10;124;134
7;17;18;29;35;44;22;150;172
11;12;18;21;32;33;7;127;134
7;9;10;11;22;37;33;96;129
26;27;36;38;40;43;22;210;232
19;24;28;29;30;39;14;169;183
4;7;17;20;30;33;27;111;138
7;12;23;33;34;37;30;146;176
11;27;35;37;44;45;1;199;200
3;9;19;31;33;34;17;129;146
16;18;23;33;36;40;13;166;179
6;21;26;27;31;45;9;156;165
2;16;20;24;26;38;23;126;149
11;20;21;28;38;39;31;157;188
7;8;28;34;37;44;32;158;190
6;17;33;39;40;41;42;176;218
7;19;28;30;35;40;39;159;198
2;3;13;15;30;40;42;103;145
9;14;19;24;29;36;6;131;137
12;19;20;34;39;41;26;165;191
3;25;30;33;37;41;18;169;187
10;17;26;28;36;41;14;158;172
6;13;24;33;34;38;9;148;157
9;11;16;29;42;44;22;151;173
2;7;9;12;32;34;33;96;129
14;24;26;40;41;45;30;190;220
2;6;7;9;21;39;45;84;129
4;5;6;15;35;42;21;107;128
2;8;11;29;36;41;5;127;132
13;20;24;28;34;41;4;160;164
1;24;26;27;32;33;35;143;178
1;19;24;27;35;39;10;145;155
9;18;22;26;27;39;33;141;174
2;9;10;22;32;34;36;109;145
7;13;15;36;37;39;21;147;168
2;3;7;9;21;27;40;69;109
2;10;16;18;36;41;5;123;128
10;22;23;34;36;37;4;162;166
10;15;17;21;40;44;11;147;158
4;15;17;22;27;41;18;126;144
23;25;26;27;30;32;7;163;170
7;8;24;30;36;44;3;149;152
3;10;11;22;36;42;17;124;141
3;4;13;29;34;36;24;119;143
2;8;18;23;37;38;21;126;147
2;15;18;35;38;40;4;148;152
11;21;22;24;34;41;36;153;189
4;13;16;19;30;45;35;127;162
6;9;18;24;30;41;14;128;142
2;13;24;29;32;42;44;142;186
1;2;10;15;32;34;4;94;98
5;14;20;32;39;42;9;152;161
1;9;15;20;24;25;28;94;122
3;7;15;21;29;38;28;113;141
5;14;16;18;24;26;17;103;120
10;15;36;37;42;44;5;184;189
9;10;18;23;31;40;19;131;150
4;17;22;35;38;39;5;155;160
10;11;23;30;32;34;15;140;155
1;5;7;32;38;44;36;127;163
3;10;16;20;30;43;2;122;124
2;8;11;24;34;38;10;117;127
4;8;20;40;42;44;18;158;176
3;5;7;21;30;42;45;108;153
9;13;15;25;38;44;1;144;145
15;16;18;26;37;40;5;152;157
4;6;20;21;24;33;1;108;109
7;21;27;29;30;32;36;146;182
12;22;35;38;41;45;24;193;217
3;4;9;16;17;22;12;71;83
4;10;18;27;29;30;7;118;125
11;14;17;19;29;40;1;130;131
3;10;19;20;23;39;22;114;136
3;17;19;23;37;45;16;144;160
9;12;15;17;31;39;34;123;157
2;3;21;28;31;34;4;119;123
9;13;16;17;18;32;42;105;147
2;7;9;13;22;36;34;89;123
5;9;26;29;36;44;21;149;170
2;14;17;27;34;36;38;130;168
3;6;19;20;28;29;8;105;113
14;19;20;32;35;41;28;161;189
3;6;17;25;40;44;10;135;145
21;23;28;31;36;39;18;178;196
13;14;16;28;35;44;31;150;181
20;22;26;33;40;45;17;186;203
6;8;12;18;22;40;33;106;139
11;14;27;31;37;45;20;165;185
7;32;33;34;42;43;5;191;196
2;6;15;17;31;35;22;106;128
4;10;18;32;40;42;9;146;155
14;24;25;35;38;44;15;180;195
4;11;22;25;36;44;32;142;174
1;3;4;8;16;39;18;71;89
10;13;24;25;37;45;44;154;198
8;9;17;18;26;36;14;114;128
7;18;19;34;40;41;25;159;184
12;13;14;22;24;45;3;130;133
2;12;14;34;35;45;21;142;163
4;5;6;8;13;39;3;75;78
2;3;4;20;21;30;43;80;123
26;27;28;35;39;45;10;200;210
3;8;16;29;33;38;11;127;138
10;15;16;22;28;32;5;123;128
5;11;17;24;27;42;33;126;159
3;5;26;27;39;40;24;140;164
4;10;22;23;28;32;27;119;146
13;15;18;20;26;32;25;124;149
3;4;6;20;32;44;7;109;116
3;9;15;28;32;42;22;129;151
4;7;27;35;37;41;44;151;195
2;7;15;29;33;37;23;123;146
8;11;15;18;19;29;31;100;131
27;29;33;35;38;45;17;207;224
16;17;27;30;32;35;2;157;159
17;28;32;37;38;44;22;196;218
3;7;21;38;42;45;17;156;173
10;22;32;33;39;42;44;178;222
13;16;31;36;37;44;30;177;207
10;18;26;27;28;41;12;150;162
7;8;23;26;29;44;45;137;182
7;24;26;31;36;40;41;164;205
11;21;22;28;36;45;16;163;179
9;17;21;28;31;41;24;147;171
7;12;27;32;37;41;21;156;177
8;10;24;26;41;44;12;153;165
4;10;16;18;21;43;39;112;151
6;13;24;32;37;41;35;153;188
1;10;18;19;26;38;14;112;126
3;9;24;30;32;41;38;139;177
12;28;38;40;44;45;24;207;231
1;9;20;21;38;41;14;130;144
5;11;16;21;30;37;26;120;146
13;15;17;22;31;42;5;140;145
8;12;21;28;42;45;39;156;195
12;20;22;27;30;32;42;143;185
13;24;25;30;43;44;34;179;213
5;15;18;20;23;26;43;107;150
1;3;15;25;27;30;5;101;106
1;3;9;12;29;36;31;90;121
11;13;27;32;43;44;45;170;215
2;31;36;37;39;44;28;189;217
9;20;29;32;37;43;21;170;191
2;6;14;18;24;33;9;97;106
5;7;13;18;27;36;29;106;135
1;2;6;17;35;45;42;106;148
4;5;9;33;35;41;23;127;150
5;8;19;24;26;29;38;111;149
11;14;15;20;38;40;18;138;156
12;13;14;21;39;43;19;142;161
8;9;15;25;28;38;12;123;135
6;20;27;29;44;45;5;171;176
10;11;23;31;34;40;12;149;161
1;9;15;19;23;32;44;99;143
6;10;33;38;39;45;14;171;185
5;9;13;19;20;35;10;101;111
4;6;11;12;35;44;13;112;125
3;4;22;30;33;41;21;133;154
3;5;7;16;37;39;42;107;149
5;9;19;35;36;43;16;147;163
2;9;11;14;32;39;5;107;112
1;12;14;37;38;40;5;142;147
7;15;28;32;37;44;30;163;193
3;18;28;31;35;41;29;156;185
4;15;17;18;22;31;30;107;137
12;20;28;34;38;42;24;174;198
1;2;7;31;36;45;13;122;135
9;12;14;20;42;44;27;141;168
6;12;23;29;41;45;33;156;189
4;5;23;31;35;38;36;136;172
5;6;9;17;19;23;33;79;112
11;15;18;36;38;40;28;158;186
15;23;31;32;36;39;44;176;220
13;16;34;38;40;41;24;182;206
13;14;17;19;23;42;8;128;136
3;12;15;16;28;43;4;117;121
1;2;19;27;32;34;40;115;155
7;9;15;20;28;35;21;114;135
14;19;20;21;28;36;43;138;181
7;23;25;30;36;42;21;163;184
1;3;17;21;30;42;29;114;143
3;4;23;29;36;39;28;134;162
9;10;13;33;37;45;28;147;175
8;12;20;22;32;44;2;138;140
1;2;12;13;15;34;40;77;117
